id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1482105791024881664,1482105791024881664,"2022-01-14 22:42:11 Paris, Madrid",2022-01-14,22:42:11,100,3405442043,dailydigital,Daily Digital #CES2022,,🌇#NightReplay #CES2022 Cet écran géant pourrait transformer votre voiture en cinéma  https://t.co/AfGJW20cT5  https://t.co/fCpCS3g2eF,fr,[],['https://dgl.li/3rhfgLo'],['https://pbs.twimg.com/media/FJF_W8HXoAYYdse.jpg'],0,0,0,"['nightreplay', 'ces2022']",[],https://twitter.com/DailyDigital/status/1482105791024881664,False,,1,https://pbs.twimg.com/media/FJF_W8HXoAYYdse.jpg,,,,,,,[],,,,
1482088077980049410,1482088077980049410,"2022-01-14 21:31:48 Paris, Madrid",2022-01-14,21:31:48,100,249377058,armellemiclo,Armelle Miclo,,"#CES2022 #innovation  #madeinFrance, ce bijou connecté est pour l’instant fabriqué en petite série. La #startup qui le fabrique a reçu le prix de l’innovation au dernier CES à Las Vegas dans la catégorie « Wearable technologies »  https://t.co/g9YBFeni0X  https://t.co/BXoVeHPsX8",fr,[],['https://m.villeintelligente-mag.fr/Un-bracelet-connecte-pour-signaler-rapidement-une-agression_a1239.html'],['https://pbs.twimg.com/media/FJFvQDuX0AYmg9c.jpg'],0,3,1,"['ces2022', 'innovation', 'madeinfrance', 'startup']",[],https://twitter.com/Armellemiclo/status/1482088077980049410,False,,1,https://pbs.twimg.com/media/FJFvQDuX0AYmg9c.jpg,,,,,,,[],,,,
1482063498452647938,1482063498452647938,"2022-01-14 19:54:08 Paris, Madrid",2022-01-14,19:54:08,100,994676882,droidtrackr_fr,DroidTrackr_fr,,MiniMachines : Samsung Freestyle : la mode est aux vidéoprojecteurs portables #Actu #CES #CES2022 #samsung  https://t.co/aP4kKI804f,fr,[],['http://tr4.fr/d299091'],[],0,0,0,"['actu', 'ces', 'ces2022', 'samsung']",[],https://twitter.com/DroidTrackr_fr/status/1482063498452647938,False,,0,,,,,,,,[],,,,
1482048628990615563,1482048628990615563,"2022-01-14 18:55:02 Paris, Madrid",2022-01-14,18:55:02,100,813771589875564548,villeintelmag,Ville Intelligente Mag 🌍,,"#smartcity #sécurité  Proposé par la startup bordelaise @MyEli_fr  un bracelet connecté, très élégant, permet d’envoyer un message en cas d’agression, que ce soit dans la rue ou à la maison. Une innovation qui a reçu un Award innovation au #CES2022   https://t.co/z641rn9ohl",fr,"[{'screen_name': 'myeli_fr', 'name': 'myeli 🐘', 'id': '1200130336845373440'}]",['https://www.villeintelligente-mag.fr/Un-bracelet-connecte-pour-signaler-rapidement-une-agression_a1239.html'],[],0,0,3,"['smartcity', 'sécurité', 'ces2022']",[],https://twitter.com/villeintelmag/status/1482048628990615563,False,,0,,,,,,,,[],,,,
1482035984078450693,1482035984078450693,"2022-01-14 18:04:48 Paris, Madrid",2022-01-14,18:04:48,100,4163651333,ampmetropole,Aix-Marseille-Provence Métropole,,"🏆 #CES2022 ⤵ 👏 @AMPMetropole est fière de soutenir la start-up @NepTechOfficial, qui a remporté un @CES Innovation Award dans la catégorie ✅ ""Dev. durable, éco-conception et énergie intelligente"" pour son NetShuttle, un catamaran 0 émission, performant et intelligent ⛵ !  https://t.co/vDuBCOUIxt",fr,"[{'screen_name': 'ampmetropole', 'name': 'aix-marseille-provence métropole', 'id': '4163651333'}, {'screen_name': 'neptechofficial', 'name': 'neptech', 'id': '1462821411320475661'}, {'screen_name': 'ces', 'name': 'ces', 'id': '10668202'}]",[],[],1,9,17,['ces2022'],[],https://twitter.com/AMPMetropole/status/1482035984078450693,False,,1,https://pbs.twimg.com/amplify_video_thumb/1482030258576674822/img/qBhXcRMTKPJUIlqD.jpg,,,,,,,[],,,,
1482034946801913856,1482034946801913856,"2022-01-14 18:00:40 Paris, Madrid",2022-01-14,18:00:40,100,1111166928,latribunemtp,La Tribune Montpellier,,"#CES2022, le retour : @Vaonis_fr, @Sharvy_app et Fittingbox (@BeN_Fittingbox) ont engrangé des contacts utiles et de la visibilité  https://t.co/obV0IlEUQa via @LaTribuneMtp",fr,"[{'screen_name': 'vaonis_fr', 'name': 'vaonis', 'id': '694889535910600704'}, {'screen_name': 'sharvy_app', 'name': 'sharvy, ex mycarspot', 'id': '856833897711251456'}, {'screen_name': 'ben_fittingbox', 'name': 'benjamin hakoun', 'id': '330648450'}, {'screen_name': 'latribunemtp', 'name': 'la tribune montpellier', 'id': '1111166928'}]",['https://bit.ly/3quzpig'],[],0,2,3,['ces2022'],[],https://twitter.com/LaTribuneMtp/status/1482034946801913856,False,,0,,,,,,,,[],,,,
1482031895307243522,1482031895307243522,"2022-01-14 17:48:33 Paris, Madrid",2022-01-14,17:48:33,100,370741002,niji_digital,Niji_Digital,,"#CES2022byNiji Alimenté par nos experts, @Strategies retient 5 tendances majeures : une #Tech plus éco-responsable, une #santé ultra connectée, le #travail en mode hybride, les #mobilités expérientielles et les #metaverses #CES2022  https://t.co/tm2pTZQCnS",fr,"[{'screen_name': 'strategies', 'name': 'strategies', 'id': '6891012'}]",['https://urlz.fr/h93G'],[],0,2,4,"['ces2022byniji', 'tech', 'santé', 'travail', 'mobilités', 'metaverses', 'ces2022']",[],https://twitter.com/Niji_Digital/status/1482031895307243522,False,,0,,,,,,,,[],,,,
1482030413673598985,1482030413673598985,"2022-01-14 17:42:40 Paris, Madrid",2022-01-14,17:42:40,100,98400849,groupeenaco,"Enaco, Online Business School",,"👋 Et si le digital permettait un meilleur lavage des mains ?  Soapy USA dévoile sa Clean Machine, une innovation permettant de mesurer la qualité de ce geste ; un concept impressionnant et essentiel, surtout en temps de Covid !  Découvrez son #interview vidéo au #CES2022 ⬇  https://t.co/6qfDNzBza9",fr,[],[],[],1,0,0,"['interview', 'ces2022']",[],https://twitter.com/GroupeEnaco/status/1482030413673598985,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1482029268800610304/pu/img/NXOQlUaPWICqOA0T.jpg,,,,,,,[],,,,
1482028365368508422,1482028365368508422,"2022-01-14 17:34:31 Paris, Madrid",2022-01-14,17:34:31,100,2509643851,villagecaparis,LeVillagebyCA Paris,,"Coulisses du tournage au Village du prochain épisode de #NationEntreprenante émission audio / vidéo  avec @DucheminRapha ! On parle des tendances du #CES2022 de Las Vegas, avec @FabriceMarsella les 4 #startups de notre stand ! They're back ! Diffusion la semaine prochaine 🔜  https://t.co/zaLaiVQcqA",fr,"[{'screen_name': 'ducheminrapha', 'name': 'raphaëlle duchemin', 'id': '314049466'}, {'screen_name': 'fabricemarsella', 'name': 'fabrice marsella', 'id': '389414240'}]",[],"['https://pbs.twimg.com/media/FJE106sWUAk4atO.jpg', 'https://pbs.twimg.com/media/FJE106sX0AMUmAn.jpg', 'https://pbs.twimg.com/media/FJE1060WUAgTZLQ.jpg']",2,5,7,"['nationentreprenante', 'ces2022', 'startups']",[],https://twitter.com/VillageCAParis/status/1482028365368508422,False,,1,https://pbs.twimg.com/media/FJE106sWUAk4atO.jpg,,,,,,,[],,,,
1482028225802817539,1482028225802817539,"2022-01-14 17:33:58 Paris, Madrid",2022-01-14,17:33:58,100,231673318,joespeeds,Joe Speed🏎🐢,,"🚗@halocar_ #ROS pace car 153 km/h, 43 m/sec via @TMobile #5G. Best #5G #robotics demo! @IndyAChallenge @CES #CES2022 #GoROS   @OpenRoboticsOrg @kumi360 @Mike_Katz @NevilleRay @JohnSaw @ApexAI_Inc  https://t.co/w1zMEHkCDY",fr,"[{'screen_name': 'halocar_', 'name': 'halo car', 'id': '1339258504280870912'}, {'screen_name': 'tmobile', 'name': 't-mobile', 'id': '17338082'}, {'screen_name': 'indyachallenge', 'name': 'indy autonomous challenge', 'id': '1230905090178838528'}, {'screen_name': 'ces', 'name': 'ces', 'id': '10668202'}, {'screen_name': 'openroboticsorg', 'name': 'open robotics', 'id': '558987463'}, {'screen_name': 'kumi360', 'name': 'anand nandakumar (🚗, 🤖)', 'id': '37006524'}, {'screen_name': 'mike_katz', 'name': 'mike katz', 'id': '1880757913'}, {'screen_name': 'nevilleray', 'name': 'neville', 'id': '2389775310'}, {'screen_name': 'johnsaw', 'name': 'john saw', 'id': '943584085053714432'}, {'screen_name': 'apexai_inc', 'name': 'apex.ai', 'id': '1121940366360317958'}]",[],[],0,6,27,"['ros', '5g', '5g', 'robotics', 'ces2022', 'goros']",[],https://twitter.com/JoeSpeeds/status/1482028225802817539,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1482028083154616321/pu/img/EHtctypjjyuh7uCc.jpg,,,,,,,[],,,,
1482027762307190793,1482027762307190793,"2022-01-14 17:32:07 Paris, Madrid",2022-01-14,17:32:07,100,994676882,droidtrackr_fr,DroidTrackr_fr,,MiniMachines : Asus Zenbook 17 Fold OLED : un 17″ à écran pliant #Actu #CES #Asus #CES2022  https://t.co/ODLRKHqaXc,fr,[],['http://tr4.fr/d299075'],[],0,0,0,"['actu', 'ces', 'asus', 'ces2022']",[],https://twitter.com/DroidTrackr_fr/status/1482027762307190793,False,,0,,,,,,,,[],,,,
1482022691917991936,1482022691917991936,"2022-01-14 17:11:59 Paris, Madrid",2022-01-14,17:11:59,100,104613854,planeterobots,Planète Robots,,"En 2022, de nouveaux jouets et outils technologiques ont permis au jeune public de rester engagé et diverti sans écran. @planeterobots vous dévoile quatre innovations exposées au @CES qui s’adaptent aux jeunes… et aux moins jeunes.  https://t.co/Gl3TzzRsXQ #CES2022 #Robotics",fr,"[{'screen_name': 'planeterobots', 'name': 'planète robots', 'id': '104613854'}, {'screen_name': 'ces', 'name': 'ces', 'id': '10668202'}]",['https://www.planeterobots.com/2022/01/14/4-jouets-pour-enfants-issus-du-ces/'],[],0,1,0,"['ces2022', 'robotics']",[],https://twitter.com/planeterobots/status/1482022691917991936,False,,0,,,,,,,,[],,,,
1482021735256018947,1482021735256018947,"2022-01-14 17:08:10 Paris, Madrid",2022-01-14,17:08:10,100,268962504,fredhermelin,Frédéric Hermelin 🎬,,L’innovation incrémentale du CES 2022 #CES2022  https://t.co/gWUAWr9uYv,fr,[],['https://www.oezratty.net/wordpress/2022/innovation-incrementale-ces-2022/?utm_source=Sociallymap&utm_medium=Sociallymap&utm_campaign=Sociallymap'],[],0,0,0,['ces2022'],[],https://twitter.com/fredhermelin/status/1482021735256018947,False,,0,,,,,,,,[],,,,
1482019968455778312,1482019968455778312,"2022-01-14 17:01:09 Paris, Madrid",2022-01-14,17:01:09,100,17155483,lenovofr,Lenovo France,,"Le nouveau ThinkBook Plus est un grand format nomade doté de 2 écrans : un 17,3"" 21 :10 &amp; un autre de 8'' intégré à côté du clavier. Cette combinaison augmente les usages &amp; fluidifie le multitâche comme avec le mode ""cascade"". Infos :  https://t.co/moLbK6uynF | #LenovoCES #CES2022  https://t.co/YNrB5qHUMl",fr,[],['https://lnv.gy/3I6EBPi'],[],3,2,5,"['lenovoces', 'ces2022']",[],https://twitter.com/lenovofr/status/1482019968455778312,False,,1,https://pbs.twimg.com/media/FJExTenXwAM0Uly.jpg,,,,,,,[],,,,
1482017263104442372,1482017263104442372,"2022-01-14 16:50:24 Paris, Madrid",2022-01-14,16:50:24,100,1102559434667106304,caupenne_co,Caupenne & Co.,,"Les innovations linguistiques du #CES2022 Comme toujours, les innovations linguistiques valent le détour. Retrouvez-les dans notre article :  https://t.co/DQvZdMGIz4 #technologies #innovations #traduction #interprétation  https://t.co/lclxkb9LdU",fr,[],['https://bit.ly/3tt6sFk'],['https://pbs.twimg.com/media/FJEuxysWUAUgXVY.jpg'],0,0,0,"['ces2022', 'technologies', 'innovations', 'traduction', 'interprétation']",[],https://twitter.com/Caupenne_Co/status/1482017263104442372,False,,1,https://pbs.twimg.com/media/FJEuxysWUAUgXVY.jpg,,,,,,,[],,,,
1482011681261826053,1482011681261826053,"2022-01-14 16:28:13 Paris, Madrid",2022-01-14,16:28:13,100,710885582780628996,lestreamfr,lestream,,C’est parti pour le JDH avec @jklauret @CronoTK @ppgarcia75 &amp; @Melinda_DS sur LeStream 💻  Au programme : les news de la semaine et le dossier sur le #CES2022 🔥  👉🏻  https://t.co/colhFrDKNB  https://t.co/OBaAYK5q9f,fr,"[{'screen_name': 'jklauret', 'name': 'jk lauret', 'id': '82706779'}, {'screen_name': 'cronotk', 'name': 'c[h]rono trigger[ed]', 'id': '44296280'}, {'screen_name': 'ppgarcia75', 'name': 'pp garcia', 'id': '753793896'}, {'screen_name': 'melinda_ds', 'name': 'melinda davan-soulas', 'id': '16978620'}]",['http://twitch.tv/lestream'],['https://pbs.twimg.com/media/FJEpxGjXMAM8D7U.jpg'],5,2,27,['ces2022'],[],https://twitter.com/lestreamFR/status/1482011681261826053,False,,1,https://pbs.twimg.com/media/FJEpxGjXMAM8D7U.jpg,,,,,,,[],,,,
1482010356734205959,1482010356734205959,"2022-01-14 16:22:58 Paris, Madrid",2022-01-14,16:22:58,100,1257336767763677191,akiouifouzia,Fouzia Akioui,,👁‍🗨 La dernière édition du #CES2022 s'est tenue du 5 au 8 janvier à Las Vegas. Découvrez ce qu’il faut retenir de cette édition hybride riche en annonces dans cet article CNET France 👉  https://t.co/4NnUAP3Al3 ▫️  https://t.co/HUCKM3aocd,fr,[],['http://ow.ly/T8Q2103kxJG'],['https://pbs.twimg.com/media/FJEokQSXwAUv6m-.jpg'],0,0,0,['ces2022'],[],https://twitter.com/AkiouiFouzia/status/1482010356734205959,False,,1,https://pbs.twimg.com/media/FJEokQSXwAUv6m-.jpg,,,,,,,[],,,,
1481998304439328780,1481998304439328780,"2022-01-14 15:35:04 Paris, Madrid",2022-01-14,15:35:04,100,2289406292,latribuneaura,La Tribune Auvergne-Rhône-Alpes,,"#Dossier. #CES2022, ce phoenix qui veut renaître de ses cendres par deux fois De retour de #LasVegas, @LaTribuneAURA revient sur les temps forts de cette grande messe de l'innovation, qui signait sa 1ère édition en présentiel depuis la crise sanitaire👇 https://t.co/UxGMBEgXzS",fr,"[{'screen_name': 'latribuneaura', 'name': 'la tribune auvergne-rhône-alpes', 'id': '2289406292'}]",['https://bit.ly/3A0qA2s'],[],0,3,6,"['dossier', 'ces2022', 'lasvegas']",[],https://twitter.com/LaTribuneAURA/status/1481998304439328780,False,,0,,,,,,,,[],,,,
1481986331437936641,1481986331437936641,"2022-01-14 14:47:30 Paris, Madrid",2022-01-14,14:47:30,100,1192833493,lembarquemedia,L'Embarqué,,Le #LiFi s’intègre nativement dans une #tablette Android… grâce à @oledcomm #CES2022 #objetdelasemaine  https://t.co/pkGryxWEXU  https://t.co/v9r62gEAjT,fr,"[{'screen_name': 'oledcomm', 'name': 'oledcomm', 'id': '562855567'}]",['https://bit.ly/3KbBMhr'],['https://pbs.twimg.com/media/FJESon5XMAMAgOX.png'],0,1,2,"['lifi', 'tablette', 'ces2022', 'objetdelasemaine']",[],https://twitter.com/lembarquemedia/status/1481986331437936641,False,,1,https://pbs.twimg.com/media/FJESon5XMAMAgOX.png,,,,,,,[],,,,
1481978004695928834,1481978004695928834,"2022-01-14 14:14:24 Paris, Madrid",2022-01-14,14:14:24,100,1377553012944728070,lodprotect,LOD'AIR,,"🔥Le président de la Région Auvergne-Rhône-Alpes, Laurent Wauquiez intéressé par les LOD'AIR au #CES2022 !🔥 Une grande avancée en faveur de la lutte contre le COVID-19 dans notre belle Région. 😀  https://t.co/0NXFisKIjY",fr,[],[],"['https://pbs.twimg.com/media/FJEKgmxWUA0AoM-.jpg', 'https://pbs.twimg.com/media/FJEKgmvXoAE9Mhx.jpg', 'https://pbs.twimg.com/media/FJEKgmwXEAEnzYy.jpg']",0,1,1,['ces2022'],[],https://twitter.com/LodProtect/status/1481978004695928834,False,,1,https://pbs.twimg.com/media/FJEKgmxWUA0AoM-.jpg,,,,,,,[],,,,
1481970677041319936,1481970677041319936,"2022-01-14 13:45:17 Paris, Madrid",2022-01-14,13:45:17,100,2694006882,saem2710,Soufian Maaté,,"Enfant, je voulais devenir créateur, inventeur, ingénieur et faire bouger le monde. Adolescent, je suivais avec envie le CES du fond de mon canapé.  Et voilà qu'hier soir j'ai eu le plaisir, non dissimulé, de partager notre expérience au #ces2022 en direc… https://t.co/2H3wMpewOR",fr,[],['https://lnkd.in/ge_42gpE'],[],0,0,0,['ces2022'],[],https://twitter.com/SAEM2710/status/1481970677041319936,False,,0,,,,,,,,[],,,,
1481970348182708225,1481970348182708225,"2022-01-14 13:43:59 Paris, Madrid",2022-01-14,13:43:59,100,6311192,fsorel,François Sorel,,"Votre #DQJMM est arrivé ! L’actu tech de la semaine avec @Elbzh et @AnthonyMorel ! On revient sur les 15 ans de l’#iPhone, la bataille des messageries…et en 2eme partie les nouveautés #Sony du #CES2022 avec @sminaux  Là :  https://t.co/P1QuZJIKBM Et là :  https://t.co/ETWI0n7l2r  https://t.co/8Pg4KsPOoY",fr,"[{'screen_name': 'elbzh', 'name': 'eric lb', 'id': '132897793'}, {'screen_name': 'anthonymorel', 'name': 'anthony morel', 'id': '28570734'}, {'screen_name': 'sminaux', 'name': 'sébastien minaux', 'id': '50461232'}]","['https://bfmbusiness.bfmtv.com/mediaplayer/audio/de-quoi-jme-mail-14-janvier-2022-762862.html', 'https://youtu.be/YzdFoUlu94s']",[],1,7,18,"['dqjmm', 'iphone', 'sony', 'ces2022']",[],https://twitter.com/Fsorel/status/1481970348182708225,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1481970237239181318/pu/img/tkqgQPDB2PTkmAUt.jpg,,,,,,,[],,,,
1481962298856124421,1481962298856124421,"2022-01-14 13:12:00 Paris, Madrid",2022-01-14,13:12:00,100,755006744611459072,projixi,PROJIXI Europe,,Découvrez 8 innovations dévoilées au Consumer Electronics Show (CES) 2022 de Las Vegas qui valent le détour d'après @LesEchos via 👉 https://t.co/RdMFUuloAX #CES #CES2022 #Tech #Technology #Technologie #TechnologyNews #InnovationForEveryone #Innovation #News,fr,"[{'screen_name': 'lesechos', 'name': 'les echos', 'id': '92564226'}]",['https://bit.ly/3qgchUn'],[],0,1,2,"['ces', 'ces2022', 'tech', 'technology', 'technologie', 'technologynews', 'innovationforeveryone', 'innovation', 'news']",[],https://twitter.com/Projixi/status/1481962298856124421,False,,0,,,,,,,,[],,,,
1481959281477910529,1481959281477910529,"2022-01-14 13:00:00 Paris, Madrid",2022-01-14,13:00:00,100,258037819,ecom_news,ECOMNEWS,,#Marseille : @AMPMetropole a profité du #CES2022 pour faire acte de sa candidature pour devenir en 2022 capitale européenne de l’#innovation ! Reportage #video.  https://t.co/8khrvJZx84 @MartineVassal @CCI_AMP @chauvinjl @DParakian  https://t.co/ekonKGkBH7,fr,"[{'screen_name': 'ampmetropole', 'name': 'aix-marseille-provence métropole', 'id': '4163651333'}, {'screen_name': 'martinevassal', 'name': 'martine vassal', 'id': '409103202'}, {'screen_name': 'cci_amp', 'name': 'cciaixmarseilleprovence', 'id': '123930669'}, {'screen_name': 'chauvinjl', 'name': 'chauvin jean luc', 'id': '332132587'}, {'screen_name': 'dparakian', 'name': 'didier parakian', 'id': '2466527592'}]",['https://bit.ly/3fklc0J'],"['https://pbs.twimg.com/media/FI-XrJKXIAMtzzV.jpg', 'https://pbs.twimg.com/media/FI-XsRuXsAA7aGW.jpg', 'https://pbs.twimg.com/media/FI-XtHSXwAEISMz.jpg']",0,7,12,"['marseille', 'ces2022', 'innovation', 'video']",[],https://twitter.com/ecom_news/status/1481959281477910529,False,,1,https://pbs.twimg.com/media/FI-XrJKXIAMtzzV.jpg,,,,,,,[],,,,
1481958787267313667,1481958787267313667,"2022-01-14 12:58:03 Paris, Madrid",2022-01-14,12:58:03,100,168659015,agevillage,Agevillage,,"🤖 Lit du futur, robots humanoïdes, aide-soignant virtuel... retrouvez toutes les innovations pour les seniors du #CES2022 👉  https://t.co/ylGazSiIcy  https://t.co/tSYs8Vx0Pn",fr,[],['https://buff.ly/31LvOmi'],['https://pbs.twimg.com/media/FJD5qZ2WYAECF0g.jpg'],0,0,1,['ces2022'],[],https://twitter.com/Agevillage/status/1481958787267313667,False,,1,https://pbs.twimg.com/media/FJD5qZ2WYAECF0g.jpg,,,,,,,[],,,,
1481953906062151681,1481953906062151681,"2022-01-14 12:38:39 Paris, Madrid",2022-01-14,12:38:39,100,907998348262682625,st_france_news,STMicroelectronics France,,La solution biométrique sans contact STPayBio présentée par @ST_World a récemment remporté le prix de l'#innovation au salon #CES2022. 👉 https://t.co/gc9rRGKIEf #biometrics #STM32 #fingerprint  https://t.co/Jeex3Rx06E,fr,"[{'screen_name': 'st_world', 'name': 'stmicroelectronics', 'id': '269729823'}]",['https://bddy.me/3HCOiVs'],['https://pbs.twimg.com/media/FJD1CUMXIAMqPZ0.jpg'],0,0,0,"['innovation', 'ces2022', 'biometrics', 'stm32', 'fingerprint']",[],https://twitter.com/ST_France_News/status/1481953906062151681,False,,1,https://pbs.twimg.com/media/FJD1CUMXIAMqPZ0.jpg,,,,,,,[],,,,
1481934923858599937,1481934923858599937,"2022-01-14 11:23:13 Paris, Madrid",2022-01-14,11:23:13,100,1367379605003337729,kharec,Sandro,,"PP qui relate le #CES2022 sur le plateau de @PopcornTalkshow c’est juste golden, le mec est vraiment sur un one-man show avec pertinence.",fr,"[{'screen_name': 'popcorntalkshow', 'name': 'popcorn 🍿', 'id': '1271010224732811266'}]",[],[],1,0,0,['ces2022'],[],https://twitter.com/Kharec/status/1481934923858599937,False,,0,,,,,,,,[],,,,
1481934162969964548,1481934157915766785,"2022-01-14 11:20:12 Paris, Madrid",2022-01-14,11:20:12,100,1327670481940570114,prmobility,PressMobility,,"3.🛴#Trottinette : Lors du #CES2022, @Bugatti a dévoilé son modèle de trottinette #électrique. Elle atteint 30km/h avec 35 km d’autonomie et dispose d’un tableau de bord #digital. La date de commercialisation et le prix restent inconnus.  https://t.co/kHZQcEmZRA",fr,"[{'screen_name': 'bugatti', 'name': 'bugatti', 'id': '494939290'}]",['https://bit.ly/3GqMoqF'],[],1,0,6,"['trottinette', 'ces2022', 'électrique', 'digital']",[],https://twitter.com/prmobility/status/1481934162969964548,False,,0,,,,,,,,[],,,,
1481931700364001281,1481931700364001281,"2022-01-14 11:10:24 Paris, Madrid",2022-01-14,11:10:24,100,395218862,travelonmove,TOM,,"Après avoir testé les technologies présentes aux #CES2022, voici notre top 12 des technos les plus intéressantes ! 🤖 Parmi elles : 🤖 Le robot Ameca 🛥 Le bateau autonome d’Avikus 🧤 Les gants TactGlove et la veste TactSuit Suite de nos coups de coeur 👉  https://t.co/4g7OTJX3vi  https://t.co/b22CmtHYlr",fr,[],['https://bit.ly/33wUf7g'],"['https://pbs.twimg.com/media/FJDhBatXEAA_vrZ.jpg', 'https://pbs.twimg.com/media/FJDhBatWQAAn2f-.jpg', 'https://pbs.twimg.com/media/FJDhBavWYAAn8Sp.jpg']",0,1,1,['ces2022'],[],https://twitter.com/TravelOnMove/status/1481931700364001281,False,,1,https://pbs.twimg.com/media/FJDhBatXEAA_vrZ.jpg,,,,,,,[],,,,
1481927459834679299,1481927459834679299,"2022-01-14 10:53:33 Paris, Madrid",2022-01-14,10:53:33,100,601892687,linksium_,LINKSIUM,,"Sur 140 startups françaises au #CES2022 , 9 lauréats français des « innovation Awards », dont   2 startups co-fondées par Linksium  Découvrez-les !  🏔️🏔️🏔️ https://t.co/GnO7GdbZ2L  Merci aux partenaires dont @AURAentreprises et @Minalogic pour votre soutien aux startups @CES !  https://t.co/oFOx0ICySa",fr,"[{'screen_name': 'auraentreprises', 'name': 'auvergne-rhône-alpes entreprises', 'id': '395187100'}, {'screen_name': 'minalogic', 'name': 'minalogic', 'id': '244442946'}, {'screen_name': 'ces', 'name': 'ces', 'id': '10668202'}]",['https://urlz.fr/h8H0'],"['https://pbs.twimg.com/media/FJDbHRNX0AMWWkm.jpg', 'https://pbs.twimg.com/media/FJDbHRLXEAY_nsF.jpg', 'https://pbs.twimg.com/media/FJDbHRMXIAIKGyi.jpg', 'https://pbs.twimg.com/media/FJDbHRQXoAAqOqX.jpg']",1,7,12,['ces2022'],[],https://twitter.com/LINKSIUM_/status/1481927459834679299,False,,1,https://pbs.twimg.com/media/FJDbHRNX0AMWWkm.jpg,,,,,,,[],,,,
1481927289873080320,1481927289873080320,"2022-01-14 10:52:53 Paris, Madrid",2022-01-14,10:52:53,100,412177927,marie_tournier,Marie Tournier,,( #MadeInFrance ) #Innovation &amp; idée de génie!  @LodProtect a présenté sa LOD au #CES2022 une lampe qui désinfecte l’air d’une pièce en à peine 20mn --&gt; la #lodprotect tue 99% des virus présents dans les espaces clos. Et si c’était ça le remède au #Covid ?  https://t.co/XWaGyql1d7  https://t.co/F5UEltv8WZ,fr,"[{'screen_name': 'lodprotect', 'name': ""lod'air"", 'id': '1377553012944728070'}]",['https://buff.ly/337BZkI'],['https://pbs.twimg.com/media/FJDdBDCXsAUDvDL.jpg'],0,0,2,"['madeinfrance', 'innovation', 'ces2022', 'lodprotect', 'covid']",[],https://twitter.com/marie_tournier/status/1481927289873080320,False,,1,https://pbs.twimg.com/media/FJDdBDCXsAUDvDL.jpg,,,,,,,[],,,,
1481924848377114626,1481924848377114626,"2022-01-14 10:43:11 Paris, Madrid",2022-01-14,10:43:11,100,3305467624,angerstech,Angers French Tech,,Le #CES2022 - nous y étions 🦊... et on vous propose un retour d'expérience avec @LACROIX_Elec @CodesRousseau @BusBenCo #AllCircuits @azerty_consult le 11 février prochain pour (re)vivre cette expérience business incroyable !  https://t.co/SxOzIYS7zw,fr,"[{'screen_name': 'lacroix_elec', 'name': 'lacroix - electronics', 'id': '2215782102'}, {'screen_name': 'codesrousseau', 'name': 'codes rousseau', 'id': '614989291'}, {'screen_name': 'busbenco', 'name': 'busson-benhammou corine ✨ #frenchtech 🇪🇺', 'id': '514807054'}, {'screen_name': 'azerty_consult', 'name': 'azerty consulting', 'id': '1406972697955946496'}]",['https://www.angersfrenchtech.com/aft/ces2022-une-experience-a-part/'],[],1,6,7,"['ces2022', 'allcircuits']",[],https://twitter.com/AngersTech/status/1481924848377114626,False,,0,,,,,,,,[],,,,
1481923954533183491,1481923954533183491,"2022-01-14 10:39:38 Paris, Madrid",2022-01-14,10:39:38,100,1065400402508767233,urbaanews,urbaanews,,"#Bugatti a dévoilé lors du dernier salon #CES2022 à Las Vegas, sa toute première #trottinette électrique. Plus d'infos sur  https://t.co/N3sM7JHKkt #urbaanews #escooter Trottinette électrique Bugatti : À défaut d’avoir la voiture !  https://t.co/a4sWj3Kan7 via @urbaanews  https://t.co/nW0uZTWRI0",fr,"[{'screen_name': 'urbaanews', 'name': 'urbaanews', 'id': '1065400402508767233'}]","['http://www.urbaanews.com', 'https://urbaanews.com/trottinette-electrique-bugatti-a-defaut-davoir-la-voiture/']",['https://pbs.twimg.com/media/FJDZ-jqXoAMb8Wh.jpg'],0,0,0,"['bugatti', 'ces2022', 'trottinette', 'urbaanews', 'escooter']",[],https://twitter.com/urbaanews/status/1481923954533183491,False,,1,https://pbs.twimg.com/media/FJDZ-jqXoAMb8Wh.jpg,,,,,,,[],,,,
